id,employee_no,employee_name,branch_id,employee_role,mobile,email,employee_status,joined_at,resigned_at,created_at,updated_at
179,EMP000179,运营人员179,31,operator,13900000179,emp000179@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
180,EMP000180,客服人员180,31,customer_service,13900000180,emp000180@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
181,EMP000181,客户经理181,32,relationship_manager,13900000181,emp000181@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
182,EMP000182,信贷审批员182,32,loan_approver,13900000182,emp000182@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
183,EMP000183,风控员183,32,risk_officer,13900000183,emp000183@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
184,EMP000184,催收员184,32,collector,13900000184,emp000184@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
185,EMP000185,运营人员185,32,operator,13900000185,emp000185@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
186,EMP000186,客服人员186,32,customer_service,13900000186,emp000186@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
187,EMP000187,客户经理187,33,relationship_manager,13900000187,emp000187@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
188,EMP000188,信贷审批员188,33,loan_approver,13900000188,emp000188@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
189,EMP000189,风控员189,33,risk_officer,13900000189,emp000189@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
190,EMP000190,催收员190,33,collector,13900000190,emp000190@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
191,EMP000191,运营人员191,33,operator,13900000191,emp000191@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
192,EMP000192,客服人员192,33,customer_service,13900000192,emp000192@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
193,EMP000193,客户经理193,34,relationship_manager,13900000193,emp000193@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
194,EMP000194,信贷审批员194,34,loan_approver,13900000194,emp000194@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
195,EMP000195,风控员195,34,risk_officer,13900000195,emp000195@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
196,EMP000196,催收员196,34,collector,13900000196,emp000196@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
197,EMP000197,运营人员197,34,operator,13900000197,emp000197@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
198,EMP000198,客服人员198,34,customer_service,13900000198,emp000198@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
199,EMP000199,客户经理199,35,relationship_manager,13900000199,emp000199@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
200,EMP000200,信贷审批员200,35,loan_approver,13900000200,emp000200@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
201,EMP000201,风控员201,35,risk_officer,13900000201,emp000201@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
202,EMP000202,催收员202,35,collector,13900000202,emp000202@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
203,EMP000203,运营人员203,35,operator,13900000203,emp000203@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
204,EMP000204,客服人员204,35,customer_service,13900000204,emp000204@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
205,EMP000205,客户经理205,36,relationship_manager,13900000205,emp000205@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
206,EMP000206,信贷审批员206,36,loan_approver,13900000206,emp000206@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
207,EMP000207,风控员207,36,risk_officer,13900000207,emp000207@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
208,EMP000208,催收员208,36,collector,13900000208,emp000208@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
209,EMP000209,运营人员209,36,operator,13900000209,emp000209@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
210,EMP000210,客服人员210,36,customer_service,13900000210,emp000210@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
211,EMP000211,客户经理211,37,relationship_manager,13900000211,emp000211@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
212,EMP000212,信贷审批员212,37,loan_approver,13900000212,emp000212@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
213,EMP000213,风控员213,37,risk_officer,13900000213,emp000213@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
214,EMP000214,催收员214,37,collector,13900000214,emp000214@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
215,EMP000215,运营人员215,37,operator,13900000215,emp000215@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
216,EMP000216,客服人员216,37,customer_service,13900000216,emp000216@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
217,EMP000217,客户经理217,38,relationship_manager,13900000217,emp000217@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
218,EMP000218,信贷审批员218,38,loan_approver,13900000218,emp000218@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
219,EMP000219,风控员219,38,risk_officer,13900000219,emp000219@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
220,EMP000220,催收员220,38,collector,13900000220,emp000220@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
221,EMP000221,运营人员221,38,operator,13900000221,emp000221@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
222,EMP000222,客服人员222,38,customer_service,13900000222,emp000222@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
223,EMP000223,客户经理223,39,relationship_manager,13900000223,emp000223@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
224,EMP000224,信贷审批员224,39,loan_approver,13900000224,emp000224@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
225,EMP000225,风控员225,39,risk_officer,13900000225,emp000225@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
226,EMP000226,催收员226,39,collector,13900000226,emp000226@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
227,EMP000227,运营人员227,39,operator,13900000227,emp000227@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
228,EMP000228,客服人员228,39,customer_service,13900000228,emp000228@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
229,EMP000229,客户经理229,40,relationship_manager,13900000229,emp000229@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
230,EMP000230,信贷审批员230,40,loan_approver,13900000230,emp000230@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
231,EMP000231,风控员231,40,risk_officer,13900000231,emp000231@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
232,EMP000232,催收员232,40,collector,13900000232,emp000232@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
233,EMP000233,运营人员233,40,operator,13900000233,emp000233@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
234,EMP000234,客服人员234,40,customer_service,13900000234,emp000234@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
235,EMP000235,客户经理235,41,relationship_manager,13900000235,emp000235@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
236,EMP000236,信贷审批员236,41,loan_approver,13900000236,emp000236@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
237,EMP000237,风控员237,41,risk_officer,13900000237,emp000237@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
238,EMP000238,催收员238,41,collector,13900000238,emp000238@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
239,EMP000239,运营人员239,41,operator,13900000239,emp000239@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
240,EMP000240,客服人员240,41,customer_service,13900000240,emp000240@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
241,EMP000241,客户经理241,42,relationship_manager,13900000241,emp000241@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
242,EMP000242,信贷审批员242,42,loan_approver,13900000242,emp000242@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
243,EMP000243,风控员243,42,risk_officer,13900000243,emp000243@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
244,EMP000244,催收员244,42,collector,13900000244,emp000244@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
245,EMP000245,运营人员245,42,operator,13900000245,emp000245@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
246,EMP000246,客服人员246,42,customer_service,13900000246,emp000246@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
247,EMP000247,客户经理247,43,relationship_manager,13900000247,emp000247@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
248,EMP000248,信贷审批员248,43,loan_approver,13900000248,emp000248@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
249,EMP000249,风控员249,43,risk_officer,13900000249,emp000249@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
250,EMP000250,催收员250,43,collector,13900000250,emp000250@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
251,EMP000251,运营人员251,43,operator,13900000251,emp000251@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
252,EMP000252,客服人员252,43,customer_service,13900000252,emp000252@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
253,EMP000253,客户经理253,44,relationship_manager,13900000253,emp000253@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
254,EMP000254,信贷审批员254,44,loan_approver,13900000254,emp000254@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
255,EMP000255,风控员255,44,risk_officer,13900000255,emp000255@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
256,EMP000256,催收员256,44,collector,13900000256,emp000256@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
257,EMP000257,运营人员257,44,operator,13900000257,emp000257@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
258,EMP000258,客服人员258,44,customer_service,13900000258,emp000258@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
259,EMP000259,客户经理259,45,relationship_manager,13900000259,emp000259@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
260,EMP000260,信贷审批员260,45,loan_approver,13900000260,emp000260@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
261,EMP000261,风控员261,45,risk_officer,13900000261,emp000261@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
262,EMP000262,催收员262,45,collector,13900000262,emp000262@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
263,EMP000263,运营人员263,45,operator,13900000263,emp000263@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
264,EMP000264,客服人员264,45,customer_service,13900000264,emp000264@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
265,EMP000265,客户经理265,46,relationship_manager,13900000265,emp000265@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
266,EMP000266,信贷审批员266,46,loan_approver,13900000266,emp000266@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
267,EMP000267,风控员267,46,risk_officer,13900000267,emp000267@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
268,EMP000268,催收员268,46,collector,13900000268,emp000268@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
269,EMP000269,运营人员269,46,operator,13900000269,emp000269@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
270,EMP000270,客服人员270,46,customer_service,13900000270,emp000270@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
271,EMP000271,客户经理271,47,relationship_manager,13900000271,emp000271@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
272,EMP000272,信贷审批员272,47,loan_approver,13900000272,emp000272@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
273,EMP000273,风控员273,47,risk_officer,13900000273,emp000273@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
274,EMP000274,催收员274,47,collector,13900000274,emp000274@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
275,EMP000275,运营人员275,47,operator,13900000275,emp000275@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
276,EMP000276,客服人员276,47,customer_service,13900000276,emp000276@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
277,EMP000277,客户经理277,48,relationship_manager,13900000277,emp000277@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
278,EMP000278,信贷审批员278,48,loan_approver,13900000278,emp000278@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
279,EMP000279,风控员279,48,risk_officer,13900000279,emp000279@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
280,EMP000280,催收员280,48,collector,13900000280,emp000280@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
281,EMP000281,运营人员281,48,operator,13900000281,emp000281@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
282,EMP000282,客服人员282,48,customer_service,13900000282,emp000282@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
283,EMP000283,客户经理283,49,relationship_manager,13900000283,emp000283@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
284,EMP000284,信贷审批员284,49,loan_approver,13900000284,emp000284@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
285,EMP000285,风控员285,49,risk_officer,13900000285,emp000285@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
286,EMP000286,催收员286,49,collector,13900000286,emp000286@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
287,EMP000287,运营人员287,49,operator,13900000287,emp000287@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
288,EMP000288,客服人员288,49,customer_service,13900000288,emp000288@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
289,EMP000289,客户经理289,50,relationship_manager,13900000289,emp000289@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
290,EMP000290,信贷审批员290,50,loan_approver,13900000290,emp000290@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
291,EMP000291,风控员291,50,risk_officer,13900000291,emp000291@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
292,EMP000292,催收员292,50,collector,13900000292,emp000292@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
293,EMP000293,运营人员293,50,operator,13900000293,emp000293@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
294,EMP000294,客服人员294,50,customer_service,13900000294,emp000294@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
295,EMP000295,客户经理295,51,relationship_manager,13900000295,emp000295@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
296,EMP000296,信贷审批员296,51,loan_approver,13900000296,emp000296@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
297,EMP000297,风控员297,51,risk_officer,13900000297,emp000297@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
298,EMP000298,催收员298,51,collector,13900000298,emp000298@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
299,EMP000299,运营人员299,51,operator,13900000299,emp000299@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
300,EMP000300,客服人员300,51,customer_service,13900000300,emp000300@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
301,EMP000301,客户经理301,52,relationship_manager,13900000301,emp000301@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
302,EMP000302,信贷审批员302,52,loan_approver,13900000302,emp000302@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
303,EMP000303,风控员303,52,risk_officer,13900000303,emp000303@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
304,EMP000304,催收员304,52,collector,13900000304,emp000304@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
305,EMP000305,运营人员305,52,operator,13900000305,emp000305@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
306,EMP000306,客服人员306,52,customer_service,13900000306,emp000306@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
307,EMP000307,客户经理307,53,relationship_manager,13900000307,emp000307@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
308,EMP000308,信贷审批员308,53,loan_approver,13900000308,emp000308@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
309,EMP000309,风控员309,53,risk_officer,13900000309,emp000309@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
310,EMP000310,催收员310,53,collector,13900000310,emp000310@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
311,EMP000311,运营人员311,53,operator,13900000311,emp000311@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
312,EMP000312,客服人员312,53,customer_service,13900000312,emp000312@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
313,EMP000313,客户经理313,54,relationship_manager,13900000313,emp000313@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
314,EMP000314,信贷审批员314,54,loan_approver,13900000314,emp000314@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
315,EMP000315,风控员315,54,risk_officer,13900000315,emp000315@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
316,EMP000316,催收员316,54,collector,13900000316,emp000316@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
317,EMP000317,运营人员317,54,operator,13900000317,emp000317@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
318,EMP000318,客服人员318,54,customer_service,13900000318,emp000318@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
319,EMP000319,客户经理319,55,relationship_manager,13900000319,emp000319@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
320,EMP000320,信贷审批员320,55,loan_approver,13900000320,emp000320@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
321,EMP000321,风控员321,55,risk_officer,13900000321,emp000321@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
322,EMP000322,催收员322,55,collector,13900000322,emp000322@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
323,EMP000323,运营人员323,55,operator,13900000323,emp000323@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
324,EMP000324,客服人员324,55,customer_service,13900000324,emp000324@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
325,EMP000325,客户经理325,56,relationship_manager,13900000325,emp000325@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
326,EMP000326,信贷审批员326,56,loan_approver,13900000326,emp000326@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
327,EMP000327,风控员327,56,risk_officer,13900000327,emp000327@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
328,EMP000328,催收员328,56,collector,13900000328,emp000328@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
329,EMP000329,运营人员329,56,operator,13900000329,emp000329@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
330,EMP000330,客服人员330,56,customer_service,13900000330,emp000330@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
331,EMP000331,客户经理331,57,relationship_manager,13900000331,emp000331@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
332,EMP000332,信贷审批员332,57,loan_approver,13900000332,emp000332@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
333,EMP000333,风控员333,57,risk_officer,13900000333,emp000333@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
334,EMP000334,催收员334,57,collector,13900000334,emp000334@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
335,EMP000335,运营人员335,57,operator,13900000335,emp000335@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
336,EMP000336,客服人员336,57,customer_service,13900000336,emp000336@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
337,EMP000337,客户经理337,58,relationship_manager,13900000337,emp000337@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
338,EMP000338,信贷审批员338,58,loan_approver,13900000338,emp000338@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
339,EMP000339,风控员339,58,risk_officer,13900000339,emp000339@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
340,EMP000340,催收员340,58,collector,13900000340,emp000340@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
341,EMP000341,运营人员341,58,operator,13900000341,emp000341@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
342,EMP000342,客服人员342,58,customer_service,13900000342,emp000342@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
343,EMP000343,客户经理343,59,relationship_manager,13900000343,emp000343@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
344,EMP000344,信贷审批员344,59,loan_approver,13900000344,emp000344@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
345,EMP000345,风控员345,59,risk_officer,13900000345,emp000345@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
346,EMP000346,催收员346,59,collector,13900000346,emp000346@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
347,EMP000347,运营人员347,59,operator,13900000347,emp000347@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
348,EMP000348,客服人员348,59,customer_service,13900000348,emp000348@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
349,EMP000349,客户经理349,60,relationship_manager,13900000349,emp000349@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
350,EMP000350,信贷审批员350,60,loan_approver,13900000350,emp000350@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
351,EMP000351,风控员351,60,risk_officer,13900000351,emp000351@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
352,EMP000352,催收员352,60,collector,13900000352,emp000352@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
353,EMP000353,运营人员353,60,operator,13900000353,emp000353@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
354,EMP000354,客服人员354,60,customer_service,13900000354,emp000354@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
355,EMP000355,客户经理355,61,relationship_manager,13900000355,emp000355@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
356,EMP000356,信贷审批员356,61,loan_approver,13900000356,emp000356@finance.example,active,2020-01-01 00:00:00,,2020-01-01 00:00:00,2026-01-01 00:00:00
